as_of_date,account_id,customer_id,country_code,legal_entity,full_name,customer_segment,statement_month,due_date,days_to_due,minimum_due,total_due,amount_paid,amount_outstanding,payment_status,overdue_days,overdue_bucket,consecutive_late,late_fee,interest_at_risk,is_giro_enrolled,preferred_method,currency_code,created_at
2025-12-31,ACC_0000221,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-12,2026-01-21,21,251.75,8391.57,3326.55,5065.02,paid_partial,0,current,0,0.0,75.98,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-01,2025-02-21,21,493.04,16434.74,16434.74,0.0,paid_full,0,current,0,0.0,0.0,0,giro,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-02,2025-03-21,21,50.0,798.93,643.48,155.45,paid_partial,0,current,0,0.0,2.33,0,giro,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-03,2025-04-21,21,63.23,2107.73,1556.53,551.2,paid_partial,0,current,0,0.0,8.27,1,giro,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-04,2025-05-21,21,102.47,3415.51,1355.39,2060.12,paid_partial,0,current,0,0.0,30.9,0,giro,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-05,2025-06-21,21,134.15,4471.59,4471.59,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-06,2025-07-21,21,50.0,1572.83,1572.83,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-07,2025-08-21,21,63.09,2102.95,1427.92,675.03,paid_partial,0,current,0,0.0,10.13,0,giro,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-08,2025-09-21,21,289.31,9643.62,9643.62,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-09,2025-10-21,21,79.36,2645.5,2645.5,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-10,2025-11-21,21,50.0,941.68,670.47,271.21,paid_partial,0,current,0,0.0,4.07,1,giro,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-11,2025-12-21,21,192.43,6414.39,3042.37,3372.02,paid_partial,0,current,0,0.0,50.58,0,giro,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000222,CUST_000187,MY,MY_BANK,Siti binte Hassan,mass,2025-12,2026-01-21,21,224.64,7487.92,7487.92,0.0,paid_full,0,current,0,0.0,0.0,0,giro,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-01,2025-02-21,21,452.13,15070.84,11621.81,3449.03,paid_partial,0,current,0,0.0,51.74,0,online_banking,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-02,2025-03-21,21,394.27,13142.25,13142.25,0.0,paid_full,0,current,0,0.0,0.0,0,online_banking,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-03,2025-04-21,21,170.07,5669.0,5669.0,0.0,paid_full,0,current,0,0.0,0.0,0,online_banking,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-04,2025-05-21,21,306.31,10210.42,306.31,9904.11,overdue,1,1-30 days,0,25.0,148.56,1,online_banking,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-05,2025-06-21,21,465.85,15528.43,9383.05,6145.38,paid_partial,0,current,0,0.0,92.18,1,online_banking,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-06,2025-07-21,21,225.59,7519.76,7519.76,0.0,paid_full,0,current,0,0.0,0.0,0,online_banking,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-07,2025-08-21,21,136.78,4559.49,3953.84,605.65,paid_partial,0,current,0,0.0,9.08,1,online_banking,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-08,2025-09-21,21,121.31,4043.66,4043.66,0.0,paid_full,0,current,0,0.0,0.0,0,online_banking,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-09,2025-10-21,21,50.0,884.35,884.35,0.0,paid_full,0,current,0,0.0,0.0,1,online_banking,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-10,2025-11-21,21,207.84,6928.12,6928.12,0.0,paid_full,0,current,0,0.0,0.0,0,online_banking,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-11,2025-12-21,21,125.14,4171.17,4171.17,0.0,paid_full,0,current,0,0.0,0.0,0,online_banking,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000223,CUST_000188,MY,MY_BANK,Xin Wong,mass,2025-12,2026-01-21,21,65.14,2171.48,2171.48,0.0,paid_full,0,current,0,0.0,0.0,1,online_banking,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-01,2025-02-21,21,226.95,7565.02,0.0,7565.02,overdue,35,31-60 days,0,25.0,113.48,0,cheque,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-02,2025-03-21,21,317.65,10588.44,6013.92,4574.52,paid_partial,0,current,0,0.0,68.62,1,cheque,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-03,2025-04-21,21,200.99,6699.68,0.0,6699.68,overdue,17,1-30 days,0,25.0,100.5,1,cheque,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-04,2025-05-21,21,241.31,8043.56,241.31,7802.25,paid_minimum,0,current,0,0.0,117.03,1,cheque,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-05,2025-06-21,21,397.34,13244.63,397.34,12847.29,overdue,3,1-30 days,0,25.0,192.71,0,cheque,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-06,2025-07-21,21,408.91,13630.41,408.91,13221.5,overdue,23,1-30 days,0,25.0,198.32,0,cheque,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-07,2025-08-21,21,460.27,15342.42,4902.05,10440.37,paid_partial,0,current,0,0.0,156.61,1,cheque,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-08,2025-09-21,21,351.17,11705.82,0.0,11705.82,overdue,32,31-60 days,0,25.0,175.59,1,cheque,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-09,2025-10-21,21,383.72,12790.75,383.72,12407.03,paid_minimum,0,current,0,0.0,186.11,1,cheque,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-10,2025-11-21,21,511.81,17060.33,0.0,17060.33,overdue,14,1-30 days,0,25.0,255.9,0,cheque,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-11,2025-12-21,21,664.9,22163.5,7117.18,15046.32,paid_partial,0,current,0,0.0,225.69,1,cheque,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000224,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-12,2026-01-21,21,595.0,19833.36,595.0,19238.36,overdue,1,1-30 days,0,25.0,288.58,1,cheque,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-01,2025-02-21,21,116.86,3895.23,0.0,3895.23,overdue,13,1-30 days,0,25.0,58.43,0,online_banking,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-02,2025-03-21,21,184.51,6150.3,184.51,5965.79,paid_minimum,0,current,0,0.0,89.49,0,online_banking,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-03,2025-04-21,21,379.53,12651.1,0.0,12651.1,overdue,32,31-60 days,0,25.0,189.77,0,online_banking,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-04,2025-05-21,21,452.34,15077.96,452.34,14625.62,paid_minimum,0,current,0,0.0,219.38,1,online_banking,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-05,2025-06-21,21,564.0,18799.86,13373.97,5425.89,paid_partial,0,current,0,0.0,81.39,1,online_banking,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-06,2025-07-21,21,245.52,8184.02,2582.11,5601.91,paid_partial,0,current,0,0.0,84.03,0,online_banking,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-07,2025-08-21,21,276.07,9202.25,276.07,8926.18,paid_minimum,0,current,0,0.0,133.89,0,online_banking,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-08,2025-09-21,21,350.86,11695.19,7929.16,3766.03,paid_partial,0,current,0,0.0,56.49,1,online_banking,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-09,2025-10-21,21,167.22,5574.05,4116.97,1457.08,paid_partial,0,current,0,0.0,21.86,0,online_banking,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-10,2025-11-21,21,132.2,4406.8,132.2,4274.6,paid_minimum,0,current,0,0.0,64.12,0,online_banking,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-11,2025-12-21,21,315.04,10501.48,0.0,10501.48,overdue,28,1-30 days,0,25.0,157.52,0,online_banking,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000225,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,mass,2025-12,2026-01-21,21,404.34,13478.0,13478.0,0.0,paid_full,0,current,0,0.0,0.0,0,online_banking,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-01,2025-02-21,21,279.51,9317.16,8369.82,947.34,paid_partial,0,current,0,0.0,14.21,0,giro,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-02,2025-03-21,21,162.86,5428.56,5428.56,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-03,2025-04-21,21,50.0,404.41,161.45,242.96,paid_partial,0,current,0,0.0,3.64,0,giro,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-04,2025-05-21,21,106.82,3560.68,3560.68,0.0,paid_full,0,current,0,0.0,0.0,0,giro,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-05,2025-06-21,21,166.15,5538.34,166.15,5372.19,overdue,3,1-30 days,0,25.0,80.58,0,giro,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-06,2025-07-21,21,282.68,9422.67,6051.75,3370.92,paid_partial,0,current,0,0.0,50.56,0,giro,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-07,2025-08-21,21,168.56,5618.62,168.56,5450.06,overdue,2,1-30 days,0,25.0,81.75,1,giro,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-08,2025-09-21,21,255.78,8526.0,8526.0,0.0,paid_full,0,current,0,0.0,0.0,0,giro,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-09,2025-10-21,21,125.35,4178.43,2810.47,1367.96,paid_partial,0,current,0,0.0,20.52,1,giro,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-10,2025-11-21,21,159.53,5317.51,159.53,5157.98,overdue,7,1-30 days,0,25.0,77.37,0,giro,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-11,2025-12-21,21,232.75,7758.32,2461.31,5297.01,paid_partial,0,current,0,0.0,79.46,1,giro,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000226,CUST_000190,MY,MY_BANK,Rashid bin Aziz,mass,2025-12,2026-01-21,21,169.21,5640.49,0.0,5640.49,overdue,24,1-30 days,0,25.0,84.61,0,giro,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-01,2025-02-21,21,238.92,7963.87,238.92,7724.95,overdue,1,1-30 days,0,25.0,115.87,0,giro,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-02,2025-03-21,21,482.52,16084.05,482.52,15601.53,overdue,8,1-30 days,0,25.0,234.02,0,giro,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-03,2025-04-21,21,599.83,19994.19,19994.19,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-04,2025-05-21,21,123.07,4102.24,4102.24,0.0,paid_full,0,current,0,0.0,0.0,0,giro,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-05,2025-06-21,21,131.33,4377.79,3691.73,686.06,paid_partial,0,current,0,0.0,10.29,0,giro,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-06,2025-07-21,21,178.84,5961.19,4473.84,1487.35,paid_partial,0,current,0,0.0,22.31,0,giro,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-07,2025-08-21,21,67.89,2262.88,67.89,2194.99,paid_minimum,0,current,0,0.0,32.92,0,giro,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-08,2025-09-21,21,136.11,4536.98,136.11,4400.87,paid_minimum,0,current,0,0.0,66.01,0,giro,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-09,2025-10-21,21,202.7,6756.81,6215.1,541.71,paid_partial,0,current,0,0.0,8.13,1,giro,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-10,2025-11-21,21,138.52,4617.48,138.52,4478.96,paid_minimum,0,current,0,0.0,67.18,0,giro,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-11,2025-12-21,21,453.85,15128.23,15128.23,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000227,CUST_000191,MY,MY_BANK,Azrul bin Ghani,mass,2025-12,2026-01-21,21,82.05,2735.12,1545.72,1189.4,paid_partial,0,current,0,0.0,17.84,1,giro,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-01,2025-02-21,21,848.53,28284.42,848.53,27435.89,paid_minimum,0,current,0,0.0,411.54,0,giro,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-02,2025-03-21,21,1133.27,37775.62,20189.16,17586.46,paid_partial,0,current,0,0.0,263.8,1,giro,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-03,2025-04-21,21,1069.73,35657.52,17898.09,17759.43,paid_partial,0,current,0,0.0,266.39,0,giro,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-04,2025-05-21,21,676.02,22534.15,13650.85,8883.3,paid_partial,0,current,0,0.0,133.25,1,giro,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-05,2025-06-21,21,484.27,16142.22,484.27,15657.95,overdue,2,1-30 days,0,25.0,234.87,1,giro,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-06,2025-07-21,21,794.15,26471.69,26471.69,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-07,2025-08-21,21,299.17,9972.38,9972.38,0.0,paid_full,0,current,0,0.0,0.0,1,giro,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-08,2025-09-21,21,281.38,9379.23,281.38,9097.85,overdue,3,1-30 days,0,25.0,136.47,0,giro,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-09,2025-10-21,21,608.56,20285.45,9766.37,10519.08,paid_partial,0,current,0,0.0,157.79,1,giro,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-10,2025-11-21,21,513.8,17126.57,8239.79,8886.78,paid_partial,0,current,0,0.0,133.3,0,giro,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-11,2025-12-21,21,492.84,16427.94,16427.94,0.0,paid_full,0,current,0,0.0,0.0,0,giro,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000228,CUST_000192,MY,MY_BANK,Rizal bin Salleh,affluent,2025-12,2026-01-21,21,150.51,5016.86,1755.08,3261.78,paid_partial,0,current,0,0.0,48.93,0,giro,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-01,2025-02-21,21,197.38,6579.36,3914.63,2664.73,paid_partial,0,current,0,0.0,39.97,1,cheque,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-02,2025-03-21,21,81.54,2718.02,1319.54,1398.48,paid_partial,0,current,0,0.0,20.98,0,cheque,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-03,2025-04-21,21,187.02,6234.13,6234.13,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-04,2025-05-21,21,51.87,1729.05,1729.05,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-05,2025-06-21,21,118.66,3955.25,3955.25,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-06,2025-07-21,21,50.0,540.98,400.96,140.02,paid_partial,0,current,0,0.0,2.1,0,cheque,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-07,2025-08-21,21,129.84,4327.97,4327.97,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-08,2025-09-21,21,50.0,238.4,186.53,51.87,paid_partial,0,current,0,0.0,0.78,0,cheque,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-09,2025-10-21,21,50.0,801.79,801.79,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-10,2025-11-21,21,56.96,1898.77,1898.77,0.0,paid_full,0,current,0,0.0,0.0,0,cheque,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-11,2025-12-21,21,112.89,3762.9,3762.9,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000229,CUST_000193,MY,MY_BANK,Kai Yeo,mass,2025-12,2026-01-21,21,109.91,3663.64,3663.64,0.0,paid_full,0,current,0,0.0,0.0,1,cheque,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-01,2025-02-21,21,1553.73,51791.09,1553.73,50237.36,paid_minimum,0,current,0,0.0,753.56,1,bank_transfer,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-02,2025-03-21,21,1859.94,61998.06,45504.29,16493.77,paid_partial,0,current,0,0.0,247.41,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-03,2025-04-21,21,1063.11,35436.95,35436.95,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-04,2025-05-21,21,473.23,15774.31,15774.31,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-05,2025-06-21,21,582.66,19422.03,7444.84,11977.19,paid_partial,0,current,0,0.0,179.66,1,bank_transfer,MYR,2025-12-31 23:59:59
2025-06-30,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-06,2025-07-21,21,804.12,26803.89,26803.89,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-07-31,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-07,2025-08-21,21,355.47,11849.04,355.47,11493.57,overdue,11,1-30 days,0,25.0,172.4,1,bank_transfer,MYR,2025-12-31 23:59:59
2025-08-31,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-08,2025-09-21,21,703.91,23463.57,9205.77,14257.8,paid_partial,0,current,0,0.0,213.87,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-09-30,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-09,2025-10-21,21,918.38,30612.79,918.38,29694.41,paid_minimum,0,current,0,0.0,445.42,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-10-31,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-10,2025-11-21,21,1614.11,53803.68,29688.33,24115.35,paid_partial,0,current,0,0.0,361.73,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-11-30,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-11,2025-12-21,21,986.24,32874.65,12244.78,20629.87,paid_partial,0,current,0,0.0,309.45,1,bank_transfer,MYR,2025-12-31 23:59:59
2025-12-31,ACC_0000230,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-12,2026-01-21,21,1097.51,36583.69,17479.96,19103.73,paid_partial,0,current,0,0.0,286.56,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-01-31,ACC_0000231,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-01,2025-02-21,21,1423.61,47453.59,47453.59,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-02-28,ACC_0000231,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-02,2025-03-21,21,311.38,10379.34,10379.34,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-03-31,ACC_0000231,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-03,2025-04-21,21,434.39,14479.77,14479.77,0.0,paid_full,0,current,0,0.0,0.0,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-04-30,ACC_0000231,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-04,2025-05-21,21,557.55,18584.87,9521.35,9063.52,paid_partial,0,current,0,0.0,135.95,0,bank_transfer,MYR,2025-12-31 23:59:59
2025-05-31,ACC_0000231,CUST_000194,MY,MY_BANK,Wei Lau,premium,2025-05,2025-06-21,21,753.56,25118.51,20658.1,4460.41,paid_partial,0,current,0,0.0,66.91,0,bank_transfer,MYR,2025-12-31 23:59:59
