as_of_date,customer_id,country_code,legal_entity,full_name,first_name,last_name,customer_segment,risk_rating,kyc_status,age,age_band,credit_score,credit_band,primary_account_id,account_type,current_balance,available_balance,credit_limit,utilization_pct,total_accounts,mtd_spend,last_month_spend,spend_change_pct,top_spend_category,payment_status,total_due,days_to_due,is_overdue,consecutive_late,active_fraud_alerts,currency_code,created_at
2025-12-31,CUST_000178,MY,MY_BANK,Jian Tan,Jian,Tan,premium,low,pending,43,36-45,832,excellent,ACC_0000211,credit_card,109165.42,53434.58,162600.0,0.6714,2,31170.22,32589.58,-0.0436,retail_shopping,paid_partial,18962.65,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000179,MY,MY_BANK,Nadia binte Hassan,Nadia,binte Hassan,mass,low,enhanced_due_diligence,35,26-35,838,excellent,ACC_0000213,credit_card,7811.23,5488.77,13300.0,0.5873,1,2239.79,4999.63,-0.552,grocery,paid_full,2239.79,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000180,MY,MY_BANK,Nurul binte Daud,Nurul,binte Daud,affluent,low,pending,29,26-35,775,very_good,ACC_0000214,credit_card,20207.39,73892.61,94100.0,0.2147,1,9478.19,9118.77,0.0394,retail_shopping,paid_full,10166.35,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000181,MY,MY_BANK,Hao Lau,Hao,Lau,affluent,medium,verified,28,26-35,578,poor,ACC_0000215,credit_card,17182.11,22117.89,39300.0,0.4372,1,11669.24,9683.93,0.205,retail_shopping,paid_partial,35955.48,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000182,MY,MY_BANK,Putri binte Aziz,Putri,binte Aziz,mass,medium,verified,47,46-55,718,good,ACC_0000216,credit_card,1882.44,3817.56,5700.0,0.3303,1,1734.36,3706.74,-0.5321,retail_shopping,paid_full,5534.52,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000183,MY,MY_BANK,Hana binte Salleh,Hana,binte Salleh,mass,medium,verified,36,36-45,596,fair,ACC_0000217,credit_card,2213.55,2186.45,4400.0,0.5031,1,2231.9,2014.18,0.1081,retail_shopping,paid_partial,4166.3,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000184,MY,MY_BANK,Zuraidah binte Bakar,Zuraidah,binte Bakar,mass,medium,verified,68,65+,607,fair,ACC_0000218,credit_card,4873.22,8926.78,13800.0,0.3531,1,8514.0,1559.48,4.4595,hotel,paid_partial,10053.67,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000185,MY,MY_BANK,Izzati binte Bakar,Izzati,binte Bakar,mass,medium,verified,59,56-65,718,good,ACC_0000219,credit_card,4447.84,13452.16,17900.0,0.2485,1,5653.83,2250.82,1.5119,travel_transport,paid_full,6170.76,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000186,MY,MY_BANK,Mei Tan,Mei,Tan,mass,medium,verified,42,36-45,594,fair,ACC_0000220,credit_card,9591.96,13108.04,22700.0,0.4226,1,2034.78,1085.9,0.8738,utilities,paid_minimum,3091.4,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000187,MY,MY_BANK,Siti binte Hassan,Siti,binte Hassan,mass,low,verified,38,36-45,809,excellent,ACC_0000221,credit_card,10008.81,12291.19,22300.0,0.4488,2,12445.65,6811.92,0.827,travel_transport,paid_partial,8391.57,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000188,MY,MY_BANK,Xin Wong,Xin,Wong,mass,low,verified,51,46-55,741,very_good,ACC_0000223,credit_card,7636.34,3963.66,11600.0,0.6583,1,2171.48,4171.17,-0.4794,retail_shopping,paid_full,2171.48,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000189,MY,MY_BANK,Liyana binte Ibrahim,Liyana,binte Ibrahim,mass,high,verified,36,36-45,323,poor,ACC_0000224,credit_card,5841.91,5358.09,11200.0,0.5216,2,7269.72,10913.45,-0.3339,retail_shopping,overdue,19833.36,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000190,MY,MY_BANK,Rashid bin Aziz,Rashid,bin Aziz,mass,high,verified,26,26-35,549,poor,ACC_0000226,credit_card,3736.27,3063.73,6800.0,0.5495,1,246.37,2480.32,-0.9007,entertainment,overdue,5640.49,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000191,MY,MY_BANK,Azrul bin Ghani,Azrul,bin Ghani,mass,low,verified,29,26-35,802,excellent,ACC_0000227,credit_card,6446.62,7353.38,13800.0,0.4671,1,2735.12,10559.69,-0.741,utilities,paid_partial,2735.12,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000192,MY,MY_BANK,Rizal bin Salleh,Rizal,bin Salleh,affluent,medium,verified,47,46-55,581,fair,ACC_0000228,credit_card,25568.8,21731.2,47300.0,0.5406,1,5016.86,7407.86,-0.3228,retail_shopping,paid_partial,5016.86,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000193,MY,MY_BANK,Kai Yeo,Kai,Yeo,mass,low,verified,60,56-65,731,good,ACC_0000229,credit_card,5670.3,5229.7,10900.0,0.5202,1,3663.64,3762.9,-0.0264,retail_shopping,paid_full,3663.64,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000194,MY,MY_BANK,Wei Lau,Wei,Lau,premium,medium,verified,55,46-55,657,fair,ACC_0000230,credit_card,43069.0,19031.0,62100.0,0.6935,2,33287.57,25119.49,0.3252,retail_shopping,paid_partial,36583.69,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000195,MY,MY_BANK,Wei Heng,Wei,Heng,mass,low,verified,29,26-35,784,very_good,ACC_0000232,credit_card,7016.63,10183.37,17200.0,0.4079,1,6745.32,566.33,10.9106,travel_transport,paid_full,6745.32,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000196,MY,MY_BANK,Bin Chen,Bin,Chen,mass,high,verified,45,36-45,360,poor,ACC_0000233,credit_card,5427.14,3872.86,9300.0,0.5836,1,2956.41,4913.37,-0.3983,healthcare,paid_minimum,5491.48,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000197,MY,MY_BANK,Farah binte Ghani,Farah,binte Ghani,mass,low,verified,31,26-35,700,good,ACC_0000234,credit_card,2291.24,4008.76,6300.0,0.3637,2,4562.97,8073.37,-0.4348,healthcare,paid_full,5309.94,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000198,MY,MY_BANK,Xin Goh,Xin,Goh,affluent,low,verified,24,18-25,689,good,ACC_0000236,credit_card,9219.12,26980.88,36200.0,0.2547,1,13132.91,6241.18,1.1042,travel_transport,overdue,20547.24,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000199,MY,MY_BANK,Yan Teo,Yan,Teo,mass,high,verified,68,65+,532,poor,ACC_0000237,credit_card,5126.5,8173.5,13300.0,0.3855,1,3725.07,8481.89,-0.5608,retail_shopping,overdue,3725.07,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000200,MY,MY_BANK,Jian Phua,Jian,Phua,mass,low,verified,58,56-65,742,very_good,ACC_0000238,credit_card,911.26,3488.74,4400.0,0.2071,1,1436.37,7177.52,-0.7999,healthcare,paid_full,1436.37,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000201,MY,MY_BANK,Omar bin Abdullah,Omar,bin Abdullah,mass,low,verified,66,65+,767,very_good,ACC_0000239,credit_card,9427.75,4572.25,14000.0,0.6734,2,1962.17,4510.14,-0.5649,travel_transport,paid_full,1962.17,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000202,MY,MY_BANK,Hafiz bin Hassan,Hafiz,bin Hassan,mass,medium,verified,36,36-45,590,fair,ACC_0000241,credit_card,2534.97,8365.03,10900.0,0.2326,1,1550.76,6127.97,-0.7469,retail_shopping,paid_full,2295.54,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000203,MY,MY_BANK,Jing Chua,Jing,Chua,affluent,low,pending,58,56-65,688,good,ACC_0000242,credit_card,8765.99,26034.01,34800.0,0.2519,1,11460.78,11786.82,-0.0277,travel_transport,overdue,11460.78,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000204,MY,MY_BANK,Fadzli bin Mohamed,Fadzli,bin Mohamed,mass,low,verified,33,26-35,773,very_good,ACC_0000243,credit_card,5265.86,18934.14,24200.0,0.2176,1,3527.0,4141.07,-0.1483,hotel,paid_full,3527.0,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000205,MY,MY_BANK,Fang Phua,Fang,Phua,mass,high,verified,49,46-55,515,poor,ACC_0000244,credit_card,3386.8,2513.2,5900.0,0.574,1,2322.57,397.09,4.849,travel_transport,overdue,3850.6,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000206,MY,MY_BANK,Hanis binte Mohamed,Hanis,binte Mohamed,mass,low,verified,52,46-55,823,excellent,ACC_0000245,credit_card,3382.6,5517.4,8900.0,0.3801,1,6260.43,4502.89,0.3903,travel_transport,paid_full,6260.43,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000207,MY,MY_BANK,Wani binte Salleh,Wani,binte Salleh,premium,low,verified,53,46-55,841,excellent,ACC_0000246,credit_card,34782.93,64617.07,99400.0,0.3499,1,22595.07,17275.75,0.3079,travel_transport,paid_partial,22595.07,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000208,MY,MY_BANK,Ling Tay,Ling,Tay,premium,low,verified,39,36-45,795,very_good,ACC_0000247,credit_card,31869.09,47230.91,79100.0,0.4029,1,26328.41,20793.89,0.2662,retail_shopping,paid_full,26328.41,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000209,MY,MY_BANK,Ying Tan,Ying,Tan,premium,low,verified,47,46-55,701,good,ACC_0000248,credit_card,33617.21,38682.79,72300.0,0.465,1,20897.08,15082.53,0.3855,travel_transport,paid_partial,20897.08,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000210,MY,MY_BANK,Sheng Koh,Sheng,Koh,premium,medium,verified,57,56-65,676,good,ACC_0000249,credit_card,134730.29,96769.71,231500.0,0.582,1,14234.36,14727.64,-0.0335,travel_transport,paid_partial,14234.36,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000211,MY,MY_BANK,Omar bin Ghani,Omar,bin Ghani,mass,low,pending,30,26-35,802,excellent,ACC_0000250,credit_card,15658.71,7441.29,23100.0,0.6779,1,11722.84,3153.6,2.7173,travel_transport,paid_full,12341.23,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000212,MY,MY_BANK,Nurulain binte Hassan,Nurulain,binte Hassan,affluent,low,verified,38,36-45,836,excellent,ACC_0000251,credit_card,15595.14,21404.86,37000.0,0.4215,1,4352.98,6265.04,-0.3052,travel_transport,paid_full,12308.91,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000213,MY,MY_BANK,Hao Ong,Hao,Ong,premium,low,enhanced_due_diligence,23,18-25,752,very_good,ACC_0000252,credit_card,77273.85,51426.15,128700.0,0.6004,1,24541.16,10669.39,1.3001,retail_shopping,paid_full,24541.16,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000214,MY,MY_BANK,Kai Lee,Kai,Lee,affluent,low,verified,31,26-35,729,good,ACC_0000253,credit_card,28095.93,20204.07,48300.0,0.5817,2,20733.0,16230.22,0.2774,hotel,overdue,16577.41,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000215,MY,MY_BANK,Hafiz bin Ibrahim,Hafiz,bin Ibrahim,mass,high,verified,32,26-35,452,poor,ACC_0000255,credit_card,5989.08,9710.92,15700.0,0.3815,1,1033.65,2920.43,-0.6461,grocery,paid_full,1033.65,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000216,MY,MY_BANK,Ahmad bin Yahya,Ahmad,bin Yahya,affluent,low,verified,66,65+,720,good,ACC_0000256,credit_card,16066.62,41333.38,57400.0,0.2799,2,21130.02,25009.53,-0.1551,travel_transport,paid_full,14577.68,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000217,MY,MY_BANK,Na Goh,Na,Goh,mass,low,pending,23,18-25,804,excellent,ACC_0000258,credit_card,2424.45,6075.55,8500.0,0.2852,2,12648.34,7136.2,0.7724,travel_transport,paid_full,10009.98,21,0,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000218,MY,MY_BANK,Mei Lee,Mei,Lee,mass,low,verified,55,46-55,680,good,ACC_0000260,credit_card,4394.36,12805.64,17200.0,0.2555,2,8949.66,10426.91,-0.1417,travel_transport,paid_full,6135.13,21,0,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000219,MY,MY_BANK,Yong Teo,Yong,Teo,mass,low,verified,42,36-45,691,good,ACC_0000262,credit_card,7181.99,3818.01,11000.0,0.6529,1,8936.79,1303.52,5.8559,travel_transport,paid_full,8936.79,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000220,MY,MY_BANK,Rashid bin Bakar,Rashid,bin Bakar,affluent,high,pending,27,26-35,484,poor,ACC_0000263,credit_card,20298.66,8801.34,29100.0,0.6975,1,6541.34,8007.17,-0.1831,travel_transport,overdue,19920.07,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000221,MY,MY_BANK,Zuraidah binte Hassan,Zuraidah,binte Hassan,mass,medium,verified,56,56-65,702,good,ACC_0000264,credit_card,6506.12,15193.88,21700.0,0.2998,1,8535.82,208.36,39.9667,hotel,overdue,8535.82,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000222,MY,MY_BANK,Rashid bin Rahman,Rashid,bin Rahman,premium,low,verified,44,36-45,842,excellent,ACC_0000265,credit_card,17488.09,10411.91,27900.0,0.6268,1,21561.84,17287.99,0.2472,travel_transport,overdue,21561.84,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000223,MY,MY_BANK,Xin Tan,Xin,Tan,premium,low,pending,41,36-45,750,very_good,ACC_0000266,credit_card,21893.77,68706.23,90600.0,0.2417,1,16094.73,6977.51,1.3067,retail_shopping,overdue,17304.93,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000224,MY,MY_BANK,Rashid bin Othman,Rashid,bin Othman,mass,low,verified,58,56-65,804,excellent,ACC_0000267,credit_card,1571.85,4628.15,6200.0,0.2535,1,1794.12,2935.85,-0.3889,retail_shopping,paid_full,2868.16,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000225,MY,MY_BANK,Ming Chua,Ming,Chua,affluent,medium,verified,63,56-65,570,poor,ACC_0000268,credit_card,3410.94,13089.06,16500.0,0.2067,2,13549.43,16492.99,-0.1785,travel_transport,paid_partial,15468.24,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000226,MY,MY_BANK,Nurulain binte Mohamed,Nurulain,binte Mohamed,mass,low,verified,47,46-55,820,excellent,ACC_0000270,credit_card,10041.81,8458.19,18500.0,0.5428,2,8732.79,8877.58,-0.0163,retail_shopping,paid_full,5547.9,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000227,MY,MY_BANK,Yan Chua,Yan,Chua,affluent,low,pending,37,36-45,702,good,ACC_0000272,credit_card,5322.71,20877.29,26200.0,0.2032,1,18863.9,5451.27,2.4605,travel_transport,paid_full,18863.9,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000228,MY,MY_BANK,Na Lim,Na,Lim,mass,medium,pending,36,36-45,573,poor,ACC_0000273,credit_card,2019.94,3580.06,5600.0,0.3607,1,935.25,2260.66,-0.5863,retail_shopping,paid_partial,935.25,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000229,MY,MY_BANK,Jian Phua,Jian,Phua,premium,medium,verified,52,46-55,709,good,ACC_0000274,credit_card,35815.71,22684.29,58500.0,0.6122,1,26734.57,17772.2,0.5043,retail_shopping,paid_partial,33121.16,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000230,MY,MY_BANK,Hong Ho,Hong,Ho,premium,medium,verified,28,26-35,690,good,ACC_0000275,credit_card,25898.97,43701.03,69600.0,0.3721,1,18269.85,20052.53,-0.0889,travel_transport,overdue,38598.35,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000231,MY,MY_BANK,Nurulain binte Bakar,Nurulain,binte Bakar,affluent,low,verified,32,26-35,808,excellent,ACC_0000276,credit_card,18750.04,16149.96,34900.0,0.5373,1,5996.18,4517.82,0.3272,travel_transport,paid_partial,5996.18,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000232,MY,MY_BANK,Yong Chua,Yong,Chua,mass,high,pending,48,46-55,577,poor,ACC_0000277,credit_card,6471.58,11528.42,18000.0,0.3595,1,43.98,1622.93,-0.9729,food_dining,overdue,3589.33,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000233,MY,MY_BANK,Hong Chen,Hong,Chen,affluent,medium,verified,42,36-45,567,poor,ACC_0000278,credit_card,7788.05,19511.95,27300.0,0.2853,1,10317.26,7387.55,0.3966,retail_shopping,paid_partial,23871.96,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000234,MY,MY_BANK,Yong Koh,Yong,Koh,mass,low,verified,60,56-65,771,very_good,ACC_0000279,credit_card,5877.87,7722.13,13600.0,0.4322,1,1458.64,354.57,3.1138,entertainment,paid_partial,1695.05,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000235,MY,MY_BANK,Jian Lau,Jian,Lau,premium,medium,verified,36,36-45,717,good,ACC_0000280,credit_card,119115.08,111684.92,230800.0,0.5161,2,29837.79,22498.92,0.3262,retail_shopping,overdue,44535.84,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000236,MY,MY_BANK,Hong Lim,Hong,Lim,mass,medium,pending,55,46-55,692,good,ACC_0000282,credit_card,7317.18,4582.82,11900.0,0.6149,2,4768.5,12731.53,-0.6255,travel_transport,paid_partial,3194.46,21,0,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000237,MY,MY_BANK,Wei Heng,Wei,Heng,affluent,low,verified,31,26-35,726,good,ACC_0000284,credit_card,3627.01,1772.99,5400.0,0.6717,1,12740.28,4568.69,1.7886,travel_transport,paid_full,12740.28,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000238,MY,MY_BANK,Jun Ng,Jun,Ng,mass,low,verified,27,26-35,778,very_good,ACC_0000285,credit_card,8142.79,8157.21,16300.0,0.4996,1,470.53,393.23,0.1966,utilities,paid_full,820.05,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000239,MY,MY_BANK,Azrul bin Daud,Azrul,bin Daud,mass,medium,enhanced_due_diligence,50,46-55,719,good,ACC_0000286,credit_card,2583.59,3516.41,6100.0,0.4235,1,1869.09,4017.97,-0.5348,travel_transport,paid_partial,1869.09,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000240,MY,MY_BANK,Wei Chua,Wei,Chua,affluent,medium,verified,57,56-65,597,fair,ACC_0000287,credit_card,23990.75,25109.25,49100.0,0.4886,1,12801.58,6103.25,1.0975,retail_shopping,overdue,12801.58,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000241,MY,MY_BANK,Yong Phua,Yong,Phua,affluent,high,verified,33,26-35,488,poor,ACC_0000288,credit_card,9833.85,20466.15,30300.0,0.3245,1,9084.73,11536.63,-0.2125,travel_transport,paid_partial,22833.5,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000242,MY,MY_BANK,Ling Lim,Ling,Lim,premium,low,verified,28,26-35,834,excellent,ACC_0000289,credit_card,36923.1,48676.9,85600.0,0.4313,1,18851.85,13353.27,0.4118,retail_shopping,paid_full,18851.85,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000243,MY,MY_BANK,Yong Chua,Yong,Chua,mass,low,verified,67,65+,710,good,ACC_0000290,credit_card,5003.33,16796.67,21800.0,0.2295,1,5049.29,8440.36,-0.4018,travel_transport,paid_partial,5049.29,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000244,MY,MY_BANK,Kai Tan,Kai,Tan,mass,medium,verified,29,26-35,604,fair,ACC_0000291,credit_card,11589.54,14610.46,26200.0,0.4423,1,4499.51,0.0,0.0,travel_transport,paid_minimum,4499.51,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000245,MY,MY_BANK,Wei Heng,Wei,Heng,affluent,low,verified,41,36-45,827,excellent,ACC_0000292,credit_card,12376.89,9423.11,21800.0,0.5677,2,27077.29,12022.23,1.2523,travel_transport,overdue,49708.81,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000246,MY,MY_BANK,Lin Lim,Lin,Lim,mass,low,verified,39,36-45,757,very_good,ACC_0000294,credit_card,6172.93,4327.07,10500.0,0.5879,1,776.12,2831.07,-0.7259,food_dining,overdue,776.12,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000247,MY,MY_BANK,Sheng Teo,Sheng,Teo,premium,medium,pending,42,36-45,612,fair,ACC_0000295,credit_card,41684.44,55715.56,97400.0,0.428,1,15844.45,21152.89,-0.251,retail_shopping,overdue,37287.06,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000248,MY,MY_BANK,Rohani binte Daud,Rohani,binte Daud,mass,low,verified,41,36-45,761,very_good,ACC_0000296,credit_card,2179.61,3820.39,6000.0,0.3633,2,8955.73,9148.0,-0.021,retail_shopping,paid_partial,4199.49,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000249,MY,MY_BANK,Jian Chua,Jian,Chua,affluent,low,verified,32,26-35,713,good,ACC_0000298,credit_card,39590.76,31509.24,71100.0,0.5568,1,19722.19,10547.71,0.8698,retail_shopping,paid_partial,19722.19,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000250,MY,MY_BANK,Feng Phua,Feng,Phua,mass,medium,pending,27,26-35,584,fair,ACC_0000299,credit_card,13517.35,6182.65,19700.0,0.6862,2,4554.24,10770.63,-0.5772,retail_shopping,paid_full,2975.49,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000251,MY,MY_BANK,Ying Lee,Ying,Lee,mass,medium,verified,52,46-55,714,good,ACC_0000301,credit_card,5328.39,3071.61,8400.0,0.6343,2,8685.0,5214.82,0.6654,travel_transport,overdue,7197.32,21,1,0,2,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000252,MY,MY_BANK,Rizal bin Rahman,Rizal,bin Rahman,mass,medium,verified,46,46-55,705,good,ACC_0000303,credit_card,6551.57,12448.43,19000.0,0.3448,1,4258.38,2663.52,0.5988,retail_shopping,paid_partial,16385.83,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000253,MY,MY_BANK,Hafiz bin Othman,Hafiz,bin Othman,affluent,low,verified,26,26-35,763,very_good,ACC_0000304,credit_card,22152.91,27547.09,49700.0,0.4457,2,11715.98,19541.67,-0.4005,retail_shopping,paid_full,6572.8,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000254,MY,MY_BANK,Izzati binte Aziz,Izzati,binte Aziz,affluent,medium,pending,42,36-45,648,fair,ACC_0000306,credit_card,15413.63,26986.37,42400.0,0.3635,2,14002.87,13974.74,0.002,travel_transport,paid_minimum,22421.28,21,0,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000255,MY,MY_BANK,Wei Chua,Wei,Chua,mass,low,verified,49,46-55,777,very_good,ACC_0000308,credit_card,4445.19,2854.81,7300.0,0.6089,1,2713.2,3060.01,-0.1133,retail_shopping,overdue,2713.2,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000256,MY,MY_BANK,Aisha binte Ahmad,Aisha,binte Ahmad,affluent,low,verified,64,56-65,714,good,ACC_0000309,credit_card,10116.1,18383.9,28500.0,0.355,1,12490.37,9158.31,0.3638,travel_transport,paid_full,12490.37,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000257,MY,MY_BANK,Ahmad bin Yahya,Ahmad,bin Yahya,affluent,low,pending,53,46-55,827,excellent,ACC_0000310,credit_card,37367.62,37232.38,74600.0,0.5009,1,4519.67,7490.4,-0.3966,hotel,paid_full,4519.67,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000258,MY,MY_BANK,Ming Chua,Ming,Chua,affluent,medium,verified,52,46-55,708,good,ACC_0000311,credit_card,17724.89,9875.11,27600.0,0.6422,1,8689.47,7448.11,0.1667,retail_shopping,paid_minimum,8689.47,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000259,MY,MY_BANK,Hana binte Abdullah,Hana,binte Abdullah,mass,medium,verified,66,65+,681,good,ACC_0000312,credit_card,2953.48,6646.52,9600.0,0.3077,1,5653.49,5407.59,0.0455,travel_transport,paid_partial,14017.2,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000260,MY,MY_BANK,Rohani binte Mohamed,Rohani,binte Mohamed,affluent,medium,pending,39,36-45,674,good,ACC_0000313,credit_card,21588.04,39911.96,61500.0,0.351,1,9503.29,5956.06,0.5956,travel_transport,paid_full,9503.29,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000261,MY,MY_BANK,Nurulain binte Hassan,Nurulain,binte Hassan,affluent,low,verified,64,56-65,768,very_good,ACC_0000314,credit_card,4075.06,11824.94,15900.0,0.2563,1,10022.87,2471.17,3.0559,retail_shopping,overdue,11421.95,21,1,0,1,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000262,MY,MY_BANK,Mei Heng,Mei,Heng,premium,low,verified,50,46-55,815,excellent,ACC_0000315,credit_card,28328.7,74071.3,102400.0,0.2766,1,14683.87,13603.62,0.0794,retail_shopping,paid_minimum,23740.82,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000263,MY,MY_BANK,Hao Goh,Hao,Goh,affluent,low,verified,55,46-55,682,good,ACC_0000316,credit_card,1053.84,4046.16,5100.0,0.2066,1,5900.52,10451.86,-0.4355,retail_shopping,paid_partial,5900.52,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000264,MY,MY_BANK,Rohani binte Aziz,Rohani,binte Aziz,mass,high,verified,35,26-35,492,poor,ACC_0000317,credit_card,6406.99,2993.01,9400.0,0.6816,1,4240.34,1481.52,1.8622,retail_shopping,paid_minimum,4240.34,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000265,MY,MY_BANK,Suhaimi bin Daud,Suhaimi,bin Daud,affluent,low,verified,42,36-45,779,very_good,ACC_0000318,credit_card,21920.94,17379.06,39300.0,0.5578,2,20557.57,24242.54,-0.152,retail_shopping,paid_partial,24427.79,21,0,0,0,MYR,2025-12-31 23:59:59
2025-12-31,CUST_000266,MY,MY_BANK,Wani binte Ahmad,Wani,binte Ahmad,mass,low,verified,50,46-55,744,very_good,ACC_0000320,credit_card,2503.91,4196.09,6700.0,0.3737,1,7533.92,5680.72,0.3262,hotel,paid_full,13085.81,21,0,0,0,MYR,2025-12-31 23:59:59
