spend_month,customer_id,country_code,legal_entity,full_name,customer_segment,total_spend,food_dining,retail_shopping,travel_transport,healthcare,entertainment,utilities,grocery,hotel,fuel,other_spend,transaction_count,avg_txn_amount,top_category,top_merchant,mom_spend_change_pct,currency_code,created_at
2025-03,CUST_000267,MY,MY_BANK,Na Lau,affluent,5820.45,633.31,1383.89,3706.78,0.0,48.08,0.0,0.0,0.0,0.0,48.39,10,582.05,travel_transport,Grab Transport MY,-0.2322,MYR,2025-12-31 23:59:59
2025-04,CUST_000267,MY,MY_BANK,Na Lau,affluent,8682.49,746.17,1102.25,6117.81,0.0,390.66,0.0,0.0,0.0,0.0,325.6,12,723.54,travel_transport,Malaysia Airlines,0.4917,MYR,2025-12-31 23:59:59
2025-05,CUST_000267,MY,MY_BANK,Na Lau,affluent,12265.17,322.32,0.0,7509.65,0.0,596.95,1740.32,1896.94,0.0,0.0,198.99,16,766.57,travel_transport,Malaysia Airlines,0.4126,MYR,2025-12-31 23:59:59
2025-06,CUST_000267,MY,MY_BANK,Na Lau,affluent,8952.23,373.26,2672.42,4488.38,1418.17,0.0,0.0,0.0,0.0,0.0,0.0,10,895.22,travel_transport,Rapid KL,-0.2701,MYR,2025-12-31 23:59:59
2025-07,CUST_000267,MY,MY_BANK,Na Lau,affluent,5063.38,734.76,1950.43,74.7,0.0,0.0,722.29,0.0,1581.2,0.0,0.0,9,562.6,retail_shopping,H&M Malaysia,-0.4344,MYR,2025-12-31 23:59:59
2025-08,CUST_000267,MY,MY_BANK,Na Lau,affluent,11360.31,0.0,2016.75,7366.87,0.0,207.48,0.0,0.0,1769.21,0.0,0.0,9,1262.26,travel_transport,Rapid KL,1.2436,MYR,2025-12-31 23:59:59
2025-09,CUST_000267,MY,MY_BANK,Na Lau,affluent,9931.63,0.0,2074.12,2622.11,1931.9,0.0,2515.81,319.64,0.0,468.05,0.0,12,827.64,travel_transport,Agoda,-0.1258,MYR,2025-12-31 23:59:59
2025-10,CUST_000267,MY,MY_BANK,Na Lau,affluent,7198.33,435.99,2526.7,377.31,0.0,0.0,1647.41,1424.41,0.0,369.35,417.16,12,599.86,retail_shopping,Lazada Malaysia,-0.2752,MYR,2025-12-31 23:59:59
2025-11,CUST_000267,MY,MY_BANK,Na Lau,affluent,10648.58,281.08,2580.1,4668.38,1270.38,485.11,0.0,252.25,0.0,1111.28,0.0,13,819.12,travel_transport,Grab Transport MY,0.4793,MYR,2025-12-31 23:59:59
2025-12,CUST_000267,MY,MY_BANK,Na Lau,affluent,6026.18,594.99,3730.53,561.07,0.0,0.0,0.0,0.0,1139.59,0.0,0.0,9,669.58,retail_shopping,Shopee Malaysia,-0.4341,MYR,2025-12-31 23:59:59
2025-01,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,7125.14,235.89,1286.18,1761.49,751.0,0.0,596.68,2493.9,0.0,0.0,0.0,9,791.68,grocery,Max Healthcare,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,7810.29,213.85,1217.29,1349.68,0.0,645.43,0.0,1069.44,3175.63,138.97,0.0,9,867.81,hotel,Sunway Hotel,0.0962,MYR,2025-12-31 23:59:59
2025-03,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,7857.27,0.0,1774.74,2777.83,0.0,345.8,0.0,0.0,2723.63,0.0,235.27,5,1571.45,travel_transport,Grab Transport MY,0.006,MYR,2025-12-31 23:59:59
2025-04,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,9476.81,354.29,5595.05,2330.22,0.0,0.0,0.0,1090.76,0.0,106.49,0.0,13,728.99,retail_shopping,Lazada Malaysia,0.2061,MYR,2025-12-31 23:59:59
2025-05,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,1677.96,0.0,1316.44,0.0,0.0,0.0,0.0,361.52,0.0,0.0,0.0,2,838.98,retail_shopping,Amazon,-0.8229,MYR,2025-12-31 23:59:59
2025-06,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,593.42,0.0,0.0,0.0,0.0,593.42,0.0,0.0,0.0,0.0,0.0,1,593.42,entertainment,GSC Cinemas,-0.6463,MYR,2025-12-31 23:59:59
2025-07,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,7866.42,393.89,1927.71,4558.99,0.0,985.83,0.0,0.0,0.0,0.0,0.0,8,983.3,travel_transport,Rapid KL,12.2561,MYR,2025-12-31 23:59:59
2025-08,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,1871.55,22.88,1769.48,79.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,467.89,retail_shopping,Shopee Malaysia,-0.7621,MYR,2025-12-31 23:59:59
2025-09,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,2958.31,81.51,1957.62,0.0,0.0,0.0,0.0,919.18,0.0,0.0,0.0,4,739.58,retail_shopping,Amazon,0.5807,MYR,2025-12-31 23:59:59
2025-10,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,185.3,53.96,0.0,0.0,0.0,0.0,0.0,131.34,0.0,0.0,0.0,2,92.65,grocery,Giant Malaysia,-0.9374,MYR,2025-12-31 23:59:59
2025-11,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,3435.56,341.77,0.0,1236.1,0.0,0.0,521.56,1336.13,0.0,0.0,0.0,6,572.59,grocery,Grab Transport MY,17.5405,MYR,2025-12-31 23:59:59
2025-12,CUST_000268,MY,MY_BANK,Putri binte Daud,mass,3553.71,256.99,1256.68,0.0,1645.14,324.02,0.0,0.0,0.0,0.0,70.88,6,592.28,healthcare,KPJ Healthcare,0.0344,MYR,2025-12-31 23:59:59
2025-01,CUST_000269,MY,MY_BANK,Hui Phua,affluent,16510.74,821.85,2443.48,7213.79,3139.76,872.12,957.46,693.66,0.0,0.0,368.62,25,660.43,travel_transport,Malaysia Airlines,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000269,MY,MY_BANK,Hui Phua,affluent,8494.26,1250.36,736.77,4462.99,0.0,1180.18,0.0,481.85,382.11,0.0,0.0,15,566.28,travel_transport,Malaysia Airlines,-0.4855,MYR,2025-12-31 23:59:59
2025-03,CUST_000269,MY,MY_BANK,Hui Phua,affluent,15841.5,894.15,5842.18,148.48,2533.86,835.61,2112.74,0.0,3321.96,0.0,152.52,20,792.08,retail_shopping,Sunway Hotel,0.865,MYR,2025-12-31 23:59:59
2025-04,CUST_000269,MY,MY_BANK,Hui Phua,affluent,21746.38,218.34,9503.65,7247.23,2212.97,529.39,732.74,939.84,0.0,362.22,0.0,25,869.86,retail_shopping,AirAsia,0.3727,MYR,2025-12-31 23:59:59
2025-05,CUST_000269,MY,MY_BANK,Hui Phua,affluent,20214.77,779.62,6193.71,7595.22,0.0,580.76,1394.8,2544.44,866.4,120.2,139.62,27,748.7,travel_transport,Rapid KL,-0.0704,MYR,2025-12-31 23:59:59
2025-06,CUST_000269,MY,MY_BANK,Hui Phua,affluent,19070.68,971.91,2483.11,10651.59,2133.62,596.29,902.21,855.84,0.0,193.11,283.0,23,829.16,travel_transport,AirAsia,-0.0566,MYR,2025-12-31 23:59:59
2025-07,CUST_000269,MY,MY_BANK,Hui Phua,affluent,8113.16,477.01,1215.53,2223.82,0.0,749.17,535.87,2459.88,0.0,406.95,44.93,15,540.88,grocery,Grab Transport MY,-0.5746,MYR,2025-12-31 23:59:59
2025-08,CUST_000269,MY,MY_BANK,Hui Phua,affluent,19501.86,1701.22,5971.46,5092.99,0.0,1286.49,1075.28,4017.0,0.0,357.42,0.0,29,672.48,retail_shopping,AirAsia,1.4037,MYR,2025-12-31 23:59:59
2025-09,CUST_000269,MY,MY_BANK,Hui Phua,affluent,9982.14,710.36,2062.99,3257.97,1623.48,911.1,989.66,76.74,0.0,115.89,233.95,15,665.48,travel_transport,Malaysia Airlines,-0.4881,MYR,2025-12-31 23:59:59
2025-10,CUST_000269,MY,MY_BANK,Hui Phua,affluent,19238.95,891.08,5949.51,2468.83,802.81,1027.55,0.0,0.0,7871.06,188.06,40.05,21,916.14,hotel,Hilton Kuala Lumpur,0.9273,MYR,2025-12-31 23:59:59
2025-11,CUST_000269,MY,MY_BANK,Hui Phua,affluent,20777.21,459.07,4487.13,8933.03,0.0,1294.22,1338.88,886.8,2920.23,457.85,0.0,21,989.39,travel_transport,Rapid KL,0.08,MYR,2025-12-31 23:59:59
2025-12,CUST_000269,MY,MY_BANK,Hui Phua,affluent,13284.13,1106.97,2952.61,0.0,137.22,1098.56,1920.83,3173.11,2609.76,285.07,0.0,20,664.21,grocery,Sunway Hotel,-0.3606,MYR,2025-12-31 23:59:59
2025-01,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,4680.26,372.35,3717.45,0.0,0.0,0.0,590.46,0.0,0.0,0.0,0.0,5,936.05,retail_shopping,Shopee Malaysia,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,1924.71,118.58,1232.12,0.0,0.0,0.0,0.0,139.15,434.86,0.0,0.0,4,481.18,retail_shopping,Shopee Malaysia,-0.5888,MYR,2025-12-31 23:59:59
2025-03,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,5432.56,514.77,1750.79,2794.26,0.0,0.0,0.0,0.0,0.0,0.0,372.74,6,905.43,travel_transport,Grab Transport MY,1.8225,MYR,2025-12-31 23:59:59
2025-04,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,5484.18,0.0,1120.98,0.0,0.0,0.0,2446.77,1672.61,0.0,0.0,243.82,9,609.35,utilities,Maxis,0.0095,MYR,2025-12-31 23:59:59
2025-05,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,1733.27,0.0,0.0,0.0,0.0,0.0,826.53,906.74,0.0,0.0,0.0,3,577.76,grocery,Tenaga Nasional,-0.684,MYR,2025-12-31 23:59:59
2025-06,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,130.88,130.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,65.44,food_dining,Old Town White Coffee,-0.9245,MYR,2025-12-31 23:59:59
2025-08,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,7324.38,137.08,1307.21,4896.05,0.0,706.55,0.0,0.0,0.0,277.49,0.0,8,915.55,travel_transport,Rapid KL,54.9626,MYR,2025-12-31 23:59:59
2025-09,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,533.62,419.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.11,0.0,3,177.87,food_dining,Old Town White Coffee,-0.9271,MYR,2025-12-31 23:59:59
2025-10,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,2179.11,62.13,0.0,0.0,0.0,0.0,0.0,0.0,1979.08,137.9,0.0,3,726.37,hotel,Sunway Hotel,3.0836,MYR,2025-12-31 23:59:59
2025-11,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,6271.2,0.0,1703.45,4050.51,0.0,517.24,0.0,0.0,0.0,0.0,0.0,5,1254.24,travel_transport,Malaysia Airlines,1.8779,MYR,2025-12-31 23:59:59
2025-12,CUST_000270,MY,MY_BANK,Azrul bin Ismail,mass,1936.19,226.69,1709.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,968.1,retail_shopping,Parkson,-0.6913,MYR,2025-12-31 23:59:59
2025-01,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,6203.07,530.75,1905.28,0.0,115.87,0.0,0.0,428.1,3087.72,135.35,0.0,9,689.23,hotel,Ola,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,10802.6,585.19,5843.25,0.0,2672.11,0.0,0.0,1664.37,0.0,0.0,37.68,13,830.97,retail_shopping,Shopee Malaysia,0.7415,MYR,2025-12-31 23:59:59
2025-03,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,9210.45,128.6,415.31,4519.7,0.0,0.0,4146.84,0.0,0.0,0.0,0.0,9,1023.38,travel_transport,Booking.com,-0.1474,MYR,2025-12-31 23:59:59
2025-04,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,9960.93,504.26,2650.66,6237.82,73.73,0.0,0.0,494.46,0.0,0.0,0.0,13,766.23,travel_transport,Grab Transport MY,0.0815,MYR,2025-12-31 23:59:59
2025-05,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,5994.26,326.16,1818.69,821.07,0.0,0.0,1749.12,710.59,0.0,568.63,0.0,13,461.1,retail_shopping,Padini,-0.3982,MYR,2025-12-31 23:59:59
2025-06,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,2904.22,376.04,1846.24,0.0,0.0,209.16,472.78,0.0,0.0,0.0,0.0,6,484.04,retail_shopping,Shopee Malaysia,-0.5155,MYR,2025-12-31 23:59:59
2025-07,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,8005.11,399.32,3199.68,3951.44,0.0,49.5,0.0,240.64,0.0,164.53,0.0,14,571.79,travel_transport,AirAsia,1.7564,MYR,2025-12-31 23:59:59
2025-08,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,7258.77,304.02,1070.87,4315.6,0.0,757.92,0.0,810.36,0.0,0.0,0.0,8,907.35,travel_transport,Booking.com,-0.0932,MYR,2025-12-31 23:59:59
2025-09,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,7102.82,1084.5,2444.45,2318.17,0.0,432.08,0.0,823.62,0.0,0.0,0.0,11,645.71,retail_shopping,Malaysia Airlines,-0.0215,MYR,2025-12-31 23:59:59
2025-10,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,3427.31,172.62,449.39,0.0,256.56,0.0,412.4,1692.59,0.0,0.0,443.75,8,428.41,grocery,Jaya Grocer,-0.5175,MYR,2025-12-31 23:59:59
2025-11,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,7292.46,117.81,842.98,1617.92,0.0,577.94,0.0,925.65,3130.03,0.0,80.13,9,810.27,hotel,Sunway Hotel,1.1278,MYR,2025-12-31 23:59:59
2025-12,CUST_000271,MY,MY_BANK,Fatin binte Hassan,affluent,7490.38,198.47,2003.7,5112.79,0.0,0.0,0.0,0.0,0.0,0.0,175.42,7,1070.05,travel_transport,AirAsia,0.0271,MYR,2025-12-31 23:59:59
2025-01,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,25267.02,701.87,2974.32,13632.55,2940.22,610.96,2924.41,369.74,857.91,255.04,0.0,23,1098.57,travel_transport,Rapid KL,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,14006.7,754.1,2330.01,6686.86,925.84,354.2,991.66,1707.55,0.0,0.0,256.48,21,666.99,travel_transport,Malaysia Airlines,-0.4457,MYR,2025-12-31 23:59:59
2025-03,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,20005.35,177.72,7601.11,6065.56,1077.99,634.12,2719.91,1310.33,0.0,418.61,0.0,28,714.48,retail_shopping,Malaysia Airlines,0.4283,MYR,2025-12-31 23:59:59
2025-04,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,16588.93,806.9,2969.57,7836.64,1144.47,65.39,0.0,1314.58,2182.52,268.86,0.0,18,921.61,travel_transport,Rapid KL,-0.1708,MYR,2025-12-31 23:59:59
2025-05,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,16327.34,635.58,7421.14,4648.61,0.0,965.81,0.0,2253.48,0.0,402.72,0.0,22,742.15,retail_shopping,Lazada Malaysia,-0.0158,MYR,2025-12-31 23:59:59
2025-06,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,19196.7,531.01,5915.48,4875.68,3518.24,1143.84,0.0,1527.44,0.0,0.0,1685.01,28,685.6,retail_shopping,AirAsia,0.1757,MYR,2025-12-31 23:59:59
2025-07,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,19383.3,425.67,5524.86,7001.92,795.77,362.42,2485.57,516.31,0.0,1570.21,700.57,25,775.33,travel_transport,Rapid KL,0.0097,MYR,2025-12-31 23:59:59
2025-08,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,11459.19,478.9,3187.48,2653.18,0.0,1552.05,2229.54,452.48,0.0,704.22,201.34,18,636.62,retail_shopping,Malaysia Airlines,-0.4088,MYR,2025-12-31 23:59:59
2025-09,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,13361.26,1293.57,2655.68,4841.38,1735.39,571.95,286.05,1458.4,0.0,367.9,150.94,20,668.06,travel_transport,AirAsia,0.166,MYR,2025-12-31 23:59:59
2025-10,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,22759.89,1528.67,7708.13,10194.83,0.0,534.75,1923.45,870.06,0.0,0.0,0.0,26,875.38,travel_transport,Malaysia Airlines,0.7034,MYR,2025-12-31 23:59:59
2025-11,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,19810.85,702.17,3043.18,5299.99,724.75,2250.53,1788.38,1179.74,4007.39,432.17,382.55,27,733.74,travel_transport,AirAsia,-0.1296,MYR,2025-12-31 23:59:59
2025-12,CUST_000272,MY,MY_BANK,Faizal bin Yahya,affluent,18135.89,1489.53,7509.03,2403.3,1126.93,861.51,0.0,1312.6,3432.99,0.0,0.0,22,824.36,retail_shopping,Padini,-0.0845,MYR,2025-12-31 23:59:59
2025-01,CUST_000273,MY,MY_BANK,Jing Chua,mass,1386.25,0.0,264.77,186.01,0.0,0.0,0.0,935.47,0.0,0.0,0.0,3,462.08,grocery,Giant Malaysia,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000273,MY,MY_BANK,Jing Chua,mass,713.71,173.08,0.0,0.0,0.0,0.0,0.0,540.63,0.0,0.0,0.0,3,237.9,grocery,Mydin,-0.4852,MYR,2025-12-31 23:59:59
2025-03,CUST_000273,MY,MY_BANK,Jing Chua,mass,1749.98,0.0,0.0,0.0,0.0,468.37,904.3,0.0,0.0,377.31,0.0,4,437.5,utilities,Celcom,1.4519,MYR,2025-12-31 23:59:59
2025-04,CUST_000273,MY,MY_BANK,Jing Chua,mass,979.45,382.18,0.0,0.0,0.0,0.0,0.0,597.27,0.0,0.0,0.0,3,326.48,grocery,Netflix,-0.4403,MYR,2025-12-31 23:59:59
2025-05,CUST_000273,MY,MY_BANK,Jing Chua,mass,1969.34,0.0,0.0,471.75,0.0,0.0,1064.04,433.55,0.0,0.0,0.0,3,656.45,utilities,Maxis,1.0107,MYR,2025-12-31 23:59:59
2025-06,CUST_000273,MY,MY_BANK,Jing Chua,mass,2949.81,601.25,0.0,1681.17,0.0,440.19,227.2,0.0,0.0,0.0,0.0,6,491.63,travel_transport,Malaysia Airlines,0.4979,MYR,2025-12-31 23:59:59
2025-07,CUST_000273,MY,MY_BANK,Jing Chua,mass,2586.7,0.0,1418.0,0.0,833.29,0.0,0.0,0.0,0.0,0.0,335.41,3,862.23,retail_shopping,ZALORA Malaysia,-0.1231,MYR,2025-12-31 23:59:59
2025-08,CUST_000273,MY,MY_BANK,Jing Chua,mass,3348.1,241.05,1467.74,788.47,0.0,289.19,561.65,0.0,0.0,0.0,0.0,6,558.02,retail_shopping,ZALORA Malaysia,0.2944,MYR,2025-12-31 23:59:59
2025-09,CUST_000273,MY,MY_BANK,Jing Chua,mass,6851.89,206.23,0.0,6569.64,0.0,0.0,0.0,76.02,0.0,0.0,0.0,5,1370.38,travel_transport,Grab Transport MY,1.0465,MYR,2025-12-31 23:59:59
2025-10,CUST_000273,MY,MY_BANK,Jing Chua,mass,2839.14,157.86,1911.06,0.0,0.0,476.53,0.0,293.69,0.0,0.0,0.0,4,709.79,retail_shopping,Shopee Malaysia,-0.5856,MYR,2025-12-31 23:59:59
2025-11,CUST_000273,MY,MY_BANK,Jing Chua,mass,4718.85,0.0,2085.39,2444.65,0.0,0.0,0.0,0.0,0.0,188.81,0.0,5,943.77,travel_transport,Malaysia Airlines,0.6621,MYR,2025-12-31 23:59:59
2025-12,CUST_000273,MY,MY_BANK,Jing Chua,mass,8534.02,112.43,0.0,7763.78,0.0,0.0,0.0,657.81,0.0,0.0,0.0,6,1422.34,travel_transport,Grab Transport MY,0.8085,MYR,2025-12-31 23:59:59
2025-01,CUST_000274,MY,MY_BANK,Xin Lim,mass,3053.43,169.35,0.0,654.7,1665.3,0.0,564.08,0.0,0.0,0.0,0.0,5,610.69,healthcare,Columbia Asia,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000274,MY,MY_BANK,Xin Lim,mass,5026.18,202.21,0.0,342.97,0.0,0.0,0.0,828.97,3652.03,0.0,0.0,6,837.7,hotel,Sunway Hotel,0.6461,MYR,2025-12-31 23:59:59
2025-03,CUST_000274,MY,MY_BANK,Xin Lim,mass,4137.51,902.52,1650.22,1138.44,0.0,0.0,0.0,0.0,0.0,0.0,446.33,8,517.19,retail_shopping,Parkson,-0.1768,MYR,2025-12-31 23:59:59
2025-04,CUST_000274,MY,MY_BANK,Xin Lim,mass,10185.61,520.22,4123.12,5297.07,0.0,245.2,0.0,0.0,0.0,0.0,0.0,11,925.96,travel_transport,Grab Transport MY,1.4618,MYR,2025-12-31 23:59:59
2025-05,CUST_000274,MY,MY_BANK,Xin Lim,mass,4552.95,132.21,0.0,3713.43,0.0,0.0,0.0,707.31,0.0,0.0,0.0,5,910.59,travel_transport,Malaysia Airlines,-0.553,MYR,2025-12-31 23:59:59
2025-06,CUST_000274,MY,MY_BANK,Xin Lim,mass,4522.91,566.72,2407.09,0.0,0.0,364.7,1184.4,0.0,0.0,0.0,0.0,7,646.13,retail_shopping,Padini,-0.0066,MYR,2025-12-31 23:59:59
2025-07,CUST_000274,MY,MY_BANK,Xin Lim,mass,4423.22,313.26,618.66,2642.46,0.0,394.08,0.0,0.0,0.0,383.84,70.92,9,491.47,travel_transport,Netflix,-0.022,MYR,2025-12-31 23:59:59
2025-08,CUST_000274,MY,MY_BANK,Xin Lim,mass,2965.79,0.0,1630.9,1334.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1482.9,retail_shopping,ZALORA Malaysia,-0.3295,MYR,2025-12-31 23:59:59
2025-09,CUST_000274,MY,MY_BANK,Xin Lim,mass,3177.33,184.29,2257.52,0.0,735.52,0.0,0.0,0.0,0.0,0.0,0.0,4,794.33,retail_shopping,H&M Malaysia,0.0713,MYR,2025-12-31 23:59:59
2025-10,CUST_000274,MY,MY_BANK,Xin Lim,mass,2716.99,199.09,1571.73,0.0,0.0,569.42,0.0,0.0,0.0,0.0,376.75,5,543.4,retail_shopping,H&M Malaysia,-0.1449,MYR,2025-12-31 23:59:59
2025-11,CUST_000274,MY,MY_BANK,Xin Lim,mass,1871.79,395.25,1182.54,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,4,467.95,retail_shopping,Lazada Malaysia,-0.3111,MYR,2025-12-31 23:59:59
2025-12,CUST_000274,MY,MY_BANK,Xin Lim,mass,4539.09,0.0,0.0,2786.98,0.0,236.25,799.36,716.5,0.0,0.0,0.0,5,907.82,travel_transport,Malaysia Airlines,1.425,MYR,2025-12-31 23:59:59
2025-01,CUST_000275,MY,MY_BANK,Mei Chen,mass,4051.98,136.5,2799.19,0.0,0.0,504.51,0.0,0.0,611.78,0.0,0.0,8,506.5,retail_shopping,Amazon,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000275,MY,MY_BANK,Mei Chen,mass,4277.88,257.7,2082.96,0.0,939.96,682.91,0.0,314.35,0.0,0.0,0.0,6,712.98,retail_shopping,Shopee Malaysia,0.0558,MYR,2025-12-31 23:59:59
2025-03,CUST_000275,MY,MY_BANK,Mei Chen,mass,7502.01,166.22,5291.94,0.0,457.84,0.0,0.0,1586.01,0.0,0.0,0.0,8,937.75,retail_shopping,Padini,0.7537,MYR,2025-12-31 23:59:59
2025-04,CUST_000275,MY,MY_BANK,Mei Chen,mass,8952.94,343.01,1867.24,4287.83,732.97,0.0,0.0,0.0,1721.89,0.0,0.0,9,994.77,travel_transport,Booking.com,0.1934,MYR,2025-12-31 23:59:59
2025-05,CUST_000275,MY,MY_BANK,Mei Chen,mass,5414.99,112.9,594.17,1427.9,0.0,656.24,1776.4,453.83,0.0,332.08,61.47,9,601.67,utilities,Grab Transport MY,-0.3952,MYR,2025-12-31 23:59:59
2025-06,CUST_000275,MY,MY_BANK,Mei Chen,mass,9022.27,214.12,2305.41,2472.37,0.0,699.92,529.53,0.0,2380.93,419.99,0.0,11,820.21,travel_transport,Rapid KL,0.6662,MYR,2025-12-31 23:59:59
2025-07,CUST_000275,MY,MY_BANK,Mei Chen,mass,3722.56,333.31,0.0,2074.42,0.0,0.0,0.0,0.0,1314.83,0.0,0.0,4,930.64,travel_transport,Grab Transport MY,-0.5874,MYR,2025-12-31 23:59:59
2025-08,CUST_000275,MY,MY_BANK,Mei Chen,mass,7577.28,306.68,126.08,2456.89,639.15,0.0,0.0,1003.68,2846.02,198.78,0.0,9,841.92,hotel,Booking.com,1.0355,MYR,2025-12-31 23:59:59
2025-09,CUST_000275,MY,MY_BANK,Mei Chen,mass,6478.69,487.47,392.4,4016.26,0.0,1582.56,0.0,0.0,0.0,0.0,0.0,11,588.97,travel_transport,Grab Transport MY,-0.145,MYR,2025-12-31 23:59:59
2025-10,CUST_000275,MY,MY_BANK,Mei Chen,mass,8063.86,299.59,2868.37,1654.85,148.96,104.32,1995.04,992.73,0.0,0.0,0.0,11,733.08,retail_shopping,ZALORA Malaysia,0.2447,MYR,2025-12-31 23:59:59
2025-11,CUST_000275,MY,MY_BANK,Mei Chen,mass,6154.85,52.02,251.58,925.44,1304.8,696.37,2364.93,354.46,0.0,0.0,205.25,12,512.9,utilities,Pantai Hospital,-0.2367,MYR,2025-12-31 23:59:59
2025-12,CUST_000275,MY,MY_BANK,Mei Chen,mass,5614.8,425.69,0.0,0.0,0.0,0.0,625.21,1169.49,3394.41,0.0,0.0,6,935.8,hotel,Sunway Hotel,-0.0877,MYR,2025-12-31 23:59:59
2025-01,CUST_000276,MY,MY_BANK,Bin Lim,premium,10770.46,231.71,2081.4,2115.41,0.0,740.27,1550.16,1127.75,1835.01,767.32,321.43,20,538.52,travel_transport,Hilton Kuala Lumpur,0.0,MYR,2025-12-31 23:59:59
2025-02,CUST_000276,MY,MY_BANK,Bin Lim,premium,16583.21,1240.99,8347.51,2079.83,931.93,0.0,210.36,1665.37,1604.18,503.04,0.0,23,721.01,retail_shopping,Parkson,0.5397,MYR,2025-12-31 23:59:59
2025-03,CUST_000276,MY,MY_BANK,Bin Lim,premium,13082.95,1210.05,3825.79,5607.64,1410.53,288.32,0.0,226.22,0.0,0.0,514.4,21,623.0,travel_transport,Malaysia Airlines,-0.2111,MYR,2025-12-31 23:59:59
2025-04,CUST_000276,MY,MY_BANK,Bin Lim,premium,20552.48,915.36,2079.67,9380.84,0.0,1583.33,0.0,1110.84,5193.82,0.0,288.62,24,856.35,travel_transport,Sunway Hotel,0.5709,MYR,2025-12-31 23:59:59
2025-05,CUST_000276,MY,MY_BANK,Bin Lim,premium,10562.29,1310.34,3445.09,1629.37,196.78,0.0,1444.59,289.3,2246.82,0.0,0.0,21,502.97,retail_shopping,Hilton Kuala Lumpur,-0.4861,MYR,2025-12-31 23:59:59
2025-06,CUST_000276,MY,MY_BANK,Bin Lim,premium,20634.71,1379.46,5811.39,7573.26,1580.98,456.74,573.31,245.53,2837.87,0.0,176.17,27,764.25,travel_transport,AirAsia,0.9536,MYR,2025-12-31 23:59:59
2025-07,CUST_000276,MY,MY_BANK,Bin Lim,premium,19656.33,197.97,11865.07,3763.4,0.0,399.44,0.0,847.94,2249.17,333.34,0.0,18,1092.02,retail_shopping,Shopee Malaysia,-0.0474,MYR,2025-12-31 23:59:59
